SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,TNT,LAT_DD,LON_DD,ST,EPA_REG,AREA_CAT7,NESLAKE,STRATUM,PANEL,DSGN_CAT,MDCATY,WGT,WGT_NLA,ADJWGT_CAT,URBAN,WSA_ECO3,WSA_ECO9,ECO_LEV_3,NUT_REG,NUTREG_NAME,ECO_NUTA,LAKE_ORIGIN,ECO3_X_ORIGIN,REF_CLUSTER,RT_NLA,HUC_2,HUC_8,FLAG_INFO,COMMENT_INFO,SAMPLED,SAMPLED_CHEM,INDXSAMP_CHEM,PTL,NTL,TURB,ANC,DOC,COND,SAMPLED_CHLA,INDXSAMP_CHLA,CHLA,PTL_COND,NTL_COND,CHLA_COND,TURB_COND,ANC_COND,SALINITY_COND
NLA06608-1005,1,PROB_Lake,Target_Sampled,Target,37.957157,-77.8815881,VA,Region_3,"(4,10]",,NLALake,OverSamp,"(4,10]",0.00131289,754.345388,386.8879495,VA,NO,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,B,TRASH,2,2080106,,,YES,YES,YES,40,425,16.6,578.8,4.28,75,YES,YES,22.88,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1006,1,PROB_Lake,Target_Sampled,Target,47.2330995,-100.0594809,ND,Region_8,>100,,NLALake,OverSamp,NPL_ND_>100,0.04063311,24.37355445,21.9642824,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10130103,,,YES,YES,YES,278,3391,23.5,14541.1,26.51,2095,YES,YES,34.2,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,3:MOST DISTURBED
NLA06608-1007,1,PROB_Lake,Target_Sampled,Target,38.934359,-83.7764875,OH,Region_5,>100,,NLALake,OverSamp,TPL_OH_>100,0.06381041,15.52056047,13.2939798,OH,YES,PLNLOW,TPL,55,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,5,5090201,,,YES,YES,YES,30,479,3.41,1722,5.45,234,YES,YES,9.26,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1008,1,PROB_Lake,Target_Sampled,Target,47.8800834,-112.3069538,MT,Region_8,>100,,NLALake,OverSamp,NPL_MT_>100,0.09681973,10.2290445,2.212647,MT,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,10,10030205,,,YES,YES,YES,4,86,1.17,2590.8,1.8,320,YES,YES,0.52,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1010,1,PROB_Lake,Target_Sampled,Target,41.4498596,-73.2891578,CT,Region_1,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,8.8283345,CT,YES,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,MAN-MADE,EHIGH MAN-MADE,B,SO-SO,1,1100005,,,YES,YES,YES,38,901,7.73,2081.2,2.88,323,YES,YES,22.72,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1012,1,PROB_Lake,Target_Sampled,Target,40.3920289,-93.8532315,MO,Region_7,"(10,20]",,NLALake,OverSamp,"TPL_MO_(10,20]",0.01214708,81.53181521,21.6912867,MO,NO,PLNLOW,TPL,40,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,10,10280102,,,YES,YES,YES,41,880,3.71,2154.5,8.47,196,YES,YES,7.19,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1014,1,PROB_Lake,Target_Sampled,Target,42.581981,-83.8459894,MI,Region_5,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,3.7434612,MI_LP,YES,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,4,4080203,,,YES,YES,YES,15,568,1.33,2845,7.65,683,YES,YES,9.81,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE
NLA06608-1015,1,PROB_Lake,Target_Sampled,Target,43.1396464,-94.6604902,IA,Region_7,>100,,NLALake,OverSamp,TPL_IA_>100,0.06409656,15.45127225,6.6993063,IA,YES,PLNLOW,TPL,47,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,SO-SO,7,7100002,,,YES,YES,YES,77,1704,15.6,2794.7,7.47,394,YES,YES,66.24,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1016,1,PROB_Lake,Target_Sampled,Target,35.8734491,-96.5565563,OK,Region_6,"(20,50]",,NLALake,OverSamp,"SPL_OK_(20,50]",0.02910147,34.0317304,9.3464996,OK,NO,PLNLOW,SPL,29,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,11,11100303,,,YES,YES,YES,69,749,20.2,1157.9,10.75,273,YES,YES,21.44,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1018,1,PROB_Lake,Target_Sampled,Target,47.6672568,-90.9897002,MN,Region_5,"(20,50]",,NLALake,OverSamp,"UMW_MN_(20,50]",0.00250556,395.2702715,285.5891281,MN,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,E,REF,4,4010101,,,YES,YES,YES,36,1174,3.48,315,12.42,45,YES,YES,7.56,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1022,1,PROB_Lake,Target_Sampled,Target,47.1364529,-99.0594063,ND,Region_8,"(10,20]",,NLALake,OverSamp,"NPL_ND_(10,20]",0.01091188,90.76105074,81.7895212,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,TRASH,10,10160002,,,YES,YES,YES,553,5003,45.4,7144.8,28.58,1441,YES,YES,138.24,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE
NLA06608-1024,1,PROB_Lake,Target_Sampled,Target,48.8960231,-99.7139221,ND,Region_8,"(4,10]",,NLALake,OverSamp,"(4,10]",0.00131289,754.345388,679.7800111,ND,NO,PLNLOW,TPL,46,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,SO-SO,9,9010004,,,YES,YES,YES,19,439,2.98,6774.8,24.01,691,YES,YES,6.66,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1034,1,PROB_Lake,Target_Sampled,Target,42.7449612,-83.3105724,MI,Region_5,"(10,20]",,NLALake,OverSamp,"UMW_MI_(10,20]",0.00383149,258.4827754,123.5177874,MI_LP,YES,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,E,SO-SO,4,4090003,,,YES,YES,YES,5,563,1.13,3645.7,8.91,631,YES,YES,1.98,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE
NLA06608-1035,1,PROB_Lake,Target_Sampled,Target,43.3058035,-94.6902385,IA,Region_7,"(50,100]",,NLALake,OverSamp,"TPL_IA_(50,100]",0.070578,14.03232502,6.0840844,IA,NO,PLNLOW,TPL,47,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,SO-SO,7,7100002,,,YES,YES,YES,160,4348,34.3,2015.7,14.71,411,YES,YES,255.6,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1036,1,PROB_Lake,Target_Sampled,Target,39.014845,-95.2899994,KS,Region_7,"(10,20]",,NLALake,OverSamp,"TPL_KS_(10,20]",0.01687243,58.69774671,31.2940208,KS,YES,PLNLOW,TPL,40,IX,Southeastern Temperate Forested Plains and Hills,IX,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10270104,,,YES,YES,YES,94,856,12.6,2659.4,5.09,419,YES,YES,39.89,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1037,1,PROB_Lake,Target_Sampled,Target,40.306501,-74.1372052,NJ,Region_2,>100,,NLALake,OverSamp,CPL_NJ_>100,0.04010282,24.69585109,60.1386495,NJ,YES,PLNLOW,CPL,84,XIV,Eastern Coastal Plain,CPL,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,2,2030104,,,YES,YES,YES,25,441,1.79,575.4,3.28,242,YES,YES,10.56,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1038,1,PROB_Lake,Target_Sampled,Target,47.7628537,-91.6087447,MN,Region_5,"(50,100]",,NLALake,OverSamp,"UMW_MN_(50,100]",0.00678548,145.9548217,105.454706,MN,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,C,SO-SO,9,9030001,,,YES,YES,YES,20,561,2.02,349.4,13.3,51,YES,YES,4,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1039,1,PROB_Lake,Target_Sampled,Target,33.2923101,-84.4750231,GA,Region_4,"(10,20]",,NLALake,OverSamp,"SAP_GA_(10,20]",0.00752055,131.6890007,70.2721441,GA,YES,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,3,3130005,,,YES,YES,YES,81,1454,21.4,285,7.46,48,YES,YES,125.28,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1041,1,PROB_Lake,Target_Sampled,Target,47.7286971,-119.5926045,WA,Region_10,"(50,100]",,NLALake,OverSamp,"XER_WA_(50,100]",0.04012666,24.6811817,7.3631836,WA,NO,WMTNS,XER,10,III,Xeric West,III,NATURAL,WMTNS NATURAL,F,TRASH,17,17020012,,,YES,YES,YES,190,1878,1.11,17949.5,18.41,4217,YES,YES,3.31,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED
NLA06608-1044,1,PROB_Lake,Target_Sampled,Target,34.8384064,-87.9467017,TN,Region_4,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,8.5552988,TN,YES,PLNLOW,CPL,65,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,6,6040001,,,YES,YES,YES,54,344,3.38,1174,2.19,194,YES,YES,18.4,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1045,1,PROB_Lake,Target_Sampled,Target,42.4935326,-77.1403747,NY,Region_2,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,8.4183112,NY,YES,EHIGH,NAP,83,VII,Mostly Glaciated Dairy Region,VII,NATURAL,EHIGH NATURAL,B,TRASH,4,4140201,,,YES,YES,YES,6,236,1.5,1737.4,2.65,301,YES,YES,1.26,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1047,1,PROB_Lake,Target_Sampled,Target,31.1935952,-94.3072733,TX,Region_6,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,2.1860872,TX,NO,PLNLOW,CPL,35,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,12,12020005,,,YES,YES,YES,3,285,1.7,344.2,5.14,117,YES,YES,9.6,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1052,1,PROB_Lake,Target_Sampled,Target,39.6145697,-99.1824015,KS,Region_7,>100,,NLALake,OverSamp,SPL_KS_>100,0.12899072,7.67786516,4.0933645,KS,NO,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,10,10260012,,,YES,YES,YES,295,1329,11.2,3931.4,10.19,983,YES,YES,28.66,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1055,1,PROB_Lake,Target_Sampled,Target,39.9208141,-81.4692824,OH,Region_5,"(10,20]",,NLALake,OverSamp,"SAP_OH_(10,20]",0.01943927,50.94704,43.6381742,OH,NO,EHIGH,SAP,70,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,B,SO-SO,5,5040005,,,YES,YES,YES,88,1477,14.4,1215.9,5.57,149,YES,YES,89.71,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1056,1,PROB_Lake,Target_Sampled,Target,38.0883745,-91.4520107,MO,Region_7,>100,,NLALake,OverSamp,SAP_MO_>100,0.05131231,19.30089171,5.1349424,MO,YES,EHIGH,SAP,39,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,7,7140103,,,YES,YES,YES,22,464,4.02,555.5,4.47,94,YES,YES,8.75,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1057,1,PROB_Lake,Target_Sampled,Target,47.2669021,-121.094003,WA,Region_10,>100,,NLALake,OverSamp,WMT_WA_>100,0.03380155,29.29964099,8.7410173,WA,NO,WMTNS,WMT,77,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,REF,17,17030001,,,YES,YES,YES,1,28,0.555,433.8,0.92,47,YES,YES,0.15,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1058,1,PROB_Lake,Target_Sampled,Target,42.3649156,-122.2142097,OR,Region_10,>100,,NLALake,OverSamp,WMT_OR_>100,0.05025013,19.70886987,4.4036635,OR,NO,WMTNS,WMT,4,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,18,18010203,,,YES,YES,YES,1,171,0.559,288.7,2.18,31,YES,YES,0.8,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1059,1,PROB_Lake,Target_Sampled,Target,44.0055158,-88.4158331,WI,Region_5,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,7.5279259,WI,YES,PLNLOW,TPL,53,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,E,SO-SO,4,4030204,,,YES,YES,YES,161,1406,13.1,3334,7.72,389,YES,YES,39.8,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1060,1,PROB_Lake,Target_Sampled,Target,37.6679416,-88.8396827,IL,Region_5,"(4,10]",,NLALake,OverSamp,"(4,10]",0.00131289,754.345388,453.208207,IL,NO,PLNLOW,TPL,72,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,5,5140204,,,YES,YES,YES,243,2372,19.5,953.3,9.24,114,YES,YES,155.52,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1060,2,PROB_Lake,Target_Sampled,Target,37.6679416,-88.8396827,IL,Region_5,"(4,10]",,NLALake,OverSamp,"(4,10]",0.00131289,754.345388,453.208207,IL,NO,PLNLOW,TPL,72,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,5,5140204,,,YES,YES,NO,246,2213,19.7,968.2,9.08,115,YES,NO,165.6,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1070,1,PROB_Lake,Target_Sampled,Target,46.0972678,-97.2373177,ND,Region_8,>100,,NLALake,OverSamp,TPL_ND_>100,0.01022793,96.83028239,87.2588227,ND,NO,PLNLOW,TPL,46,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,SO-SO,9,9020105,,,YES,YES,YES,774,1183,12.7,5924.7,14.18,760,YES,YES,23.11,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1073,1,PROB_Lake,Target_Sampled,Target,45.2293638,-117.2723703,OR,Region_10,"(20,50]",,NLALake,OverSamp,"WMT_OR_(20,50]",0.02043131,48.47332577,10.8306674,OR,NO,WMTNS,WMT,11,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,REF,17,17060105,,,YES,YES,YES,3,68,0.891,504.7,1.22,59,YES,YES,0.34,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1075,1,PROB_Lake,Target_Sampled,Target,45.3526489,-89.4724038,WI,Region_5,"(20,50]",,NLALake,OverSamp,"UMW_WI_(20,50]",0.00595348,166.3520122,159.855637,WI,NO,PLNLOW,UMW,51,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,REF,7,7070002,,,YES,YES,YES,8,406,1.09,35.3,7.79,26,YES,YES,4.53,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1083,1,PROB_Lake,Target_Sampled,Target,39.9937406,-104.5793379,CO,Region_8,>100,,NLALake,OverSamp,SPL_CO_>100,0.08254681,11.99771896,5.170879,CO,NO,PLNLOW,SPL,25,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,10,10190003,,,YES,YES,YES,530,2784,27.6,2267.7,6.03,601,YES,YES,318.24,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1086,1,PROB_Lake,Target_Sampled,Target,47.3443775,-100.0458254,ND,Region_8,"(20,50]",,NLALake,OverSamp,"NPL_ND_(20,50]",0.0165211,59.94596611,54.0204397,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10160001,,,YES,YES,YES,92,3950,13.8,16088.4,41.47,7200,YES,YES,13.86,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,3:MOST DISTURBED
NLA06608-1087,1,PROB_Lake,Target_Sampled,Target,35.0563642,-82.3396067,SC,Region_4,"(4,10]",,NLALake,OverSamp,"(4,10]",0.00131289,754.345388,377.5384695,SC,NO,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,3,3050107,,,YES,YES,YES,14,273,3.22,155.7,2.68,25,YES,YES,3.58,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1089,1,PROB_Lake,Target_Sampled,Target,47.9261558,-114.4032969,MT,Region_8,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,1.6945427,MT,NO,WMTNS,WMT,15,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,REF,17,17010208,,,YES,YES,YES,8,293,0.468,1277.4,7.2,135,YES,YES,1.04,1:LEAST DISTURBED,2:INTERMEDIATE DISTURBANCE,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1091,1,PROB_Lake,Target_Sampled,Target,46.6455476,-99.5662283,ND,Region_8,>100,,NLALake,OverSamp,NPL_ND_>100,0.04063311,24.37355445,21.9642824,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10130103,,,YES,YES,YES,90,2503,9.06,15299.3,26.4,4378,YES,YES,12.67,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED
NLA06608-1096,1,PROB_Lake,Target_Sampled,Target,42.8028323,-98.6667271,NE,Region_7,"(50,100]",,NLALake,OverSamp,"NPL_NE_(50,100]",0.12958932,7.64239991,1.9527713,NE,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,10,10150007,,,YES,YES,YES,171,665,37.9,2248.1,2.08,236,YES,YES,36.17,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1100,1,PROB_Lake,Target_Sampled,Target,39.0361826,-94.7692285,KS,Region_7,"(50,100]",,NLALake,OverSamp,"TPL_KS_(50,100]",0.06918195,14.31548853,7.6321362,KS,YES,PLNLOW,TPL,40,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,TRASH,10,10270104,,,YES,YES,YES,8,262,0.94,2240.3,3.1,556,YES,YES,2.9,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1101,1,PROB_Lake,Target_Sampled,Target,41.1692142,-74.4640996,NJ,Region_2,>100,,NLALake,OverSamp,NAP_NJ_>100,0.04582429,21.61241073,52.6299414,NJ,YES,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,MAN-MADE,EHIGH MAN-MADE,B,TRASH,2,2020007,,,YES,YES,YES,109,1713,20.8,1664.3,5.53,398,YES,YES,128.74,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1102,1,PROB_Lake,Target_Sampled,Target,48.0427271,-91.8024377,MN,Region_5,"(10,20]",,NLALake,OverSamp,"UMW_MN_(10,20]",0.00165488,598.4580363,432.3955559,MN,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,C,REF,9,9030001,,,YES,YES,YES,4,230,0.83,170.6,4.97,25,YES,YES,2.1,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1103,1,PROB_Lake,Target_Sampled,Target,40.2092553,-83.1403996,OH,Region_5,>100,NESLake,NLALake,OverSamp,NESLake,0.12642225,7.83385336,6.7100082,OH,YES,PLNLOW,TPL,55,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,C,TRASH,5,5060001,,,YES,YES,YES,224,6469,18.3,1909.5,8.17,365,YES,YES,10.98,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1107,1,PROB_Lake,Target_Sampled,Target,45.8905697,-99.0392551,SD,Region_8,"(50,100]",,NLALake,OverSamp,"NPL_SD_(50,100]",0.10101267,9.80444673,4.9528204,SD,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,TRASH,10,10130106,,,YES,YES,YES,733,7750,63.9,10438.4,63.37,2870,YES,YES,49.03,3:MOST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED
NLA06608-1108,1,PROB_Lake,Target_Sampled,Target,39.3479549,-88.4681896,IL,Region_5,>100,,NLALake,OverSamp,TPL_IL_>100,0.02926005,33.8472937,20.3353418,IL,YES,PLNLOW,TPL,54,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,5,5120114,,,YES,YES,YES,126,1328,10.8,2160,4.94,346,YES,YES,53.64,2:INTERMEDIATE DISTURBANCE,2:INTERMEDIATE DISTURBANCE,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
NLA06608-1108,2,PROB_Lake,Target_Sampled,Target,39.3479549,-88.4681896,IL,Region_5,>100,,NLALake,OverSamp,TPL_IL_>100,0.02926005,33.8472937,20.3353418,IL,YES,PLNLOW,TPL,54,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,5,5120114,,,YES,YES,NO,102,1083,11.1,2076.3,4.47,334,YES,NO,61.02,1:LEAST DISTURBED,1:LEAST DISTURBED,3:MOST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED,1:LEAST DISTURBED
